sk_ato,sk_sessao,data_sessao,tipo_sessao,ambiente,partido,registros
134063,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134064,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134065,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134066,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134067,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134068,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134069,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,CIDADANIA,1
134070,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134071,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134072,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134073,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134074,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134075,690,2024-11-05,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134076,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PT,1
134077,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PSB,1
134078,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134079,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134080,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134081,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PT,1
134082,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134083,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134084,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134085,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PL,1
134086,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134087,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134088,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134089,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PP,1
134090,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,1
134091,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PP,1
134092,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PT,1
134093,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134094,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134095,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PL,1
134096,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,PL,1
134097,691,2024-11-06,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134098,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PT,1
134099,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134100,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134101,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134102,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PT,1
134103,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PL,1
134104,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134105,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PP,1
134106,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,1
134107,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PT,1
134108,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PL,1
134109,692,2024-11-07,SESSAO ORDINARIA,PRESENCIAL,PL,1
134110,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134111,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
134112,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134113,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,UNIÃO,1
134114,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134115,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134116,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134117,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134118,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134119,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134120,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134121,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
134122,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134123,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134124,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134125,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,CIDADANIA,1
134126,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134127,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134128,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134129,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134130,693,2024-11-12,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134131,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PT,1
134132,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PSB,1
134133,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134134,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134135,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PSOL,2
134136,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PT,1
134137,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134138,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134139,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134140,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PL,1
134141,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134142,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134143,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134144,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134145,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PP,1
134146,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,1
134147,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PP,1
134148,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PT,1
134149,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134150,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134151,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,PL,2
134152,694,2024-11-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134153,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PT,1
134154,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134155,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134156,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134157,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PT,1
134158,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134159,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134160,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134161,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PL,1
134162,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134163,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134164,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134165,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PP,1
134166,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,1
134167,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134168,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134169,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PL,1
134170,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,PL,1
134171,1693,2024-11-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134172,1694,2024-11-14,SESSAO ORDINARIA,PRESENCIAL,PT,1
134173,1694,2024-11-14,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134174,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PT,1
134175,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134176,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134177,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PT,1
134178,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134179,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134180,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134181,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PL,1
134182,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134183,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134184,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134185,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134186,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PP,1
134187,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PP,1
134188,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PT,1
134189,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134190,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134191,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,PL,1
134192,1695,2024-11-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134193,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134194,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
134195,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,2
134196,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,UNIÃO,1
134197,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134198,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134199,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134200,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134201,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134202,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134203,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134204,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134205,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134206,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134207,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134208,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134209,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134210,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134211,1696,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134212,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PT,1
134213,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PSB,1
134214,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134215,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134216,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134217,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PT,1
134218,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134219,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134220,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134221,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134222,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134223,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134224,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PP,1
134225,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,1
134226,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PP,1
134227,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PT,1
134228,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134229,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134230,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PL,1
134231,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,PL,1
134232,1697,2024-11-26,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134233,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
134234,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134235,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,UNIÃO,1
134236,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134237,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134238,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134239,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134240,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134241,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134242,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134243,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134244,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134245,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134246,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134247,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134248,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134249,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134250,1698,2024-11-26,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134251,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PT,1
134252,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134253,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134254,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134255,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PT,1
134256,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134257,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134258,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134259,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134260,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134261,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134262,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134263,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PP,1
134264,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PP,1
134265,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PT,1
134266,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134267,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134268,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PL,1
134269,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,PL,1
134270,1699,2024-11-27,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134271,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134272,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134273,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134274,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134275,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134276,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134277,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
134278,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134279,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134280,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134281,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134282,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134283,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134284,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134285,1700,2024-11-27,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134286,1701,2024-11-28,SESSAO ORDINARIA,PRESENCIAL,PT,1
134287,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PT,1
134288,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134289,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PSB,1
134290,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134291,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134292,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134293,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PT,1
134294,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134295,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134296,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134297,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PL,1
134298,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134299,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134300,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134301,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134302,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PP,1
134303,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,1
134304,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PP,1
134305,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PT,1
134306,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134307,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134308,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,PL,1
134309,1702,2024-12-03,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134310,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134311,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134312,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
134313,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134314,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,UNIÃO,1
134315,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134316,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134317,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134318,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134319,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134320,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134321,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134322,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
134323,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134324,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134325,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134326,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,CIDADANIA,1
134327,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134328,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134329,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134330,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134331,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134332,1703,2024-12-03,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134333,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134334,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134335,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,UNIÃO,1
134336,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134337,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134338,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134339,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134340,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134341,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134342,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134343,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134344,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,CIDADANIA,1
134345,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
134346,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134347,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
134348,1704,2024-12-04,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
134349,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
134350,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134351,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PSB,1
134352,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134353,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,UNIÃO,1
134354,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134355,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
134356,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134357,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134358,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134359,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PL,1
134360,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134361,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
134362,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
134363,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
134364,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PP,1
134365,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,CIDADANIA,2
134366,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PP,1
134367,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
134368,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PSD,1
134369,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
134370,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,PL,1
134371,1705,2024-12-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
134372,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
134373,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134374,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
134375,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134376,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,UNIÃO,1
134377,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134378,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,2
134379,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134380,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134381,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
134382,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
134383,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,2
134384,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
134385,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
134386,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
134387,1706,2024-12-10,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
