sk_ato,proposicao_id,sigla_numero_ano,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
2618,8472,REQ 3390/2022,,,"Requer a realização de audiência pública no dia 03 de agosto de 2022, às 19 horas, na SQNW 111, Bloco A do Noroeste, para debater sobre o Projeto de Lei n° 2.641/2022, que denomina Avenida dos Ipês o logradouro público que especifica.",Apresentação,2022-06-08
2619,8472,REQ 3390/2022,,,"Requer a realização de audiência pública no dia 03 de agosto de 2022, às 19 horas, na SQNW 111, Bloco A do Noroeste, para debater sobre o Projeto de Lei n° 2.641/2022, que denomina Avenida dos Ipês o logradouro público que especifica.",Apresentação,2022-06-08
2620,8472,REQ 3390/2022,,,"Requer a realização de audiência pública no dia 03 de agosto de 2022, às 19 horas, na SQNW 111, Bloco A do Noroeste, para debater sobre o Projeto de Lei n° 2.641/2022, que denomina Avenida dos Ipês o logradouro público que especifica.",Apresentação,2022-06-08
2621,8475,MO 1602/2022,,,"Parabeniza e manifesta votos de louvor aos profissionais de saúde que especifica, pelos relevantes serviços prestados à população do Distrito Federal em comemoração da Semana da Enfermagem.",Apresentação,2022-05-31
2622,8476,MO 1601/2022,,,"Parabeniza e manifesta votos de louvor as pessoas que especifica pelos relevantes serviços prestados a população do Distrito Federal, em ocasião do Dia Mundial da Saúde.",Apresentação,2022-05-31
2623,8477,PL 2822/2022,,,"DISPÕE SOBRE CESSÃO DE USO DE BEM IMÓVEL DO DISTRITO FEDERAL, PARQUES E/OU CLUBES PÚBLICOS ABANDONADOS NAS CIDADES SATÉLITES PARA SECRETARIA DE EDUCAÇÃO, QUE OS TRANSFORMARÃO EM ESCOLAS PARQUE DA NATUREZA E DÁ OUTRAS PROVIDÊNCIAS.","Apresentação, Disponibilizada(Emenda)",2022-05-31
2624,8478,REQ 3365/2022,,,"Requer a realização de Audiência Pública no dia 23 de junho, às 10h, no Plenário, com a finalidade de debater o tema Educação no Distrito Federal: cenários, investimento, condições de oferta e permanência para a garantia do direito",Apresentação,2022-06-02
2625,8478,REQ 3365/2022,,,"Requer a realização de Audiência Pública no dia 23 de junho, às 10h, no Plenário, com a finalidade de debater o tema Educação no Distrito Federal: cenários, investimento, condições de oferta e permanência para a garantia do direito",Apresentação,2022-06-02
2626,8478,REQ 3365/2022,,,"Requer a realização de Audiência Pública no dia 23 de junho, às 10h, no Plenário, com a finalidade de debater o tema Educação no Distrito Federal: cenários, investimento, condições de oferta e permanência para a garantia do direito",Apresentação,2022-06-02
2627,8480,MO 1607/2022,,,"Manifesta votos de louvor e parabeniza a Sra. Camila Caroline Carvalhaes Rodrigues, Técnica da Escola Brasiliense de Ginastica Rítmica Desportiva, pelo relevante empenho realizado na preparação das atletas brasilienses e, em especial pela conquista como Vice-Campeã à frente da Equipe de Ginástica Rítmica de Brasília, que representou o Brasil no Gymnasiade - Jogos Mundiais Escolares na França em 2022.",Apresentação,2022-05-31
2628,8481,MO 1620/2022,,,"Manifesta votos de louvor e homenageia as mulheres que especifica, pelos excelentes serviços prestados à população do Distrito Federal, em razão da 3ª Semana Legislativa pela Mulher. ",Apresentação,2022-05-31
2629,8482,MO 1606/2022,,,"Manifesta votos de louvor e parabeniza a Sra. Aline Gomes Lemos de Sousa, Técnica da equipe de treinamento da Escola Brasiliense de Ginastica Rítmica Desportiva, pelo relevante empenho realizado na preparação das atletas de Ginástica Rítmica Desportiva e, em especial pela conquista como Vice-Campeã a frente da Equipe de Ginástica Rítmica de Brasília, que representou o Brasil no Gymnasiade - Jogos Mundiais Escolares na França em 2022.",Apresentação,2022-05-31
2630,8483,MO 1612/2022,,,"Manifesta votos de louvor e parabeniza a Professora cubana Odalis Valerino Fernández, Coordenadora Técnica da Escola Brasiliense de Ginastica Rítmica Desportiva, pelo trabalho excepcional realizado como treinadora reconhecida no Brasil e internacionalmente e em especial pela conquista como Vice-Campeã a frente da Equipe de Ginástica Rítmica de Brasília, que representou o Brasil no Gymnasiade - Jogos Mundiais Escolares na França em 2022.",Apresentação,2022-05-31
2631,8484,REQ 3366/2022,,,"Requer a realização de Audiência Pública para debater sobre a viabilidade tecnológica do setor Comercial Sul, no dia 13 de junho de 2022.",Apresentação,2022-06-02
2632,8484,REQ 3366/2022,,,"Requer a realização de Audiência Pública para debater sobre a viabilidade tecnológica do setor Comercial Sul, no dia 13 de junho de 2022.",Apresentação,2022-06-02
2633,8484,REQ 3366/2022,,,"Requer a realização de Audiência Pública para debater sobre a viabilidade tecnológica do setor Comercial Sul, no dia 13 de junho de 2022.",Apresentação,2022-06-02
2634,8485,MO 1630/2022,,,Manifesta votos de Louvor e homenageia Autoridades Evangélicas pelos excelentes serviços prestados à população do Distrito Federal. ,Apresentação,2022-06-08
2635,8486,REQ 3364/2022,,,Requer a Transformação da Sessão Ordinária do dia 04 de agosto de 2022 em Comissão Geral para debater a situação dos servidores superendividados do Branco de Brasília - BRB.,Apresentação,2022-06-01
2636,8486,REQ 3364/2022,,,Requer a Transformação da Sessão Ordinária do dia 04 de agosto de 2022 em Comissão Geral para debater a situação dos servidores superendividados do Branco de Brasília - BRB.,Apresentação,2022-06-01
2637,8486,REQ 3364/2022,,,Requer a Transformação da Sessão Ordinária do dia 04 de agosto de 2022 em Comissão Geral para debater a situação dos servidores superendividados do Branco de Brasília - BRB.,Apresentação,2022-06-01
2638,8487,MO 1614/2022,,,"
Manifesta reconhecimento de louvor em homenagem à 3ª Semana Legislativa pela Mulher. ",Apresentação,2022-05-31
2639,8488,MO 1622/2022,,,"Reconhece e apresenta Votos de Louvor ao Policial Militar do 10º BPM, CB RODRIGO SANTOS GONÇALVES, MAT. 732.563/0, pelo comprometimento, profissionalismo e dedicação demonstrados em “ATO DE BRAVURA”, quando em seu momento de folga evitou roubo em Ceilândia, fato ocorrido dia 27/04/2022, na cidade de Ceilândia-DF. Conforme demonstrado em ocorrência Nº 078501-2022.",Apresentação,2022-06-01
2640,8489,IND 8631/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública do Distrito Federal, o aumento do policiamento nas Superquadras Norte 215 e 216 (RA I).",Apresentação,2022-06-02
2641,8490,IND 8632/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Administração Regional do Plano Piloto, que instale mais lixeiras nos Comércios Locais Norte 215 e 216 (RA I).",Apresentação,2022-06-02
2642,8491,REQ 3367/2022,,,"Requer informações ao Departamento de Trânsito do Distrito Federal acerca de instalação de quebra-molas na SEPN 507, Bloco C, Lote 03, W2 Norte.",Apresentação,2022-06-02
2643,8492,IND 8633/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Administração Regional do Plano Piloto (RA I), que revitalize as calçadas das Superquadras Norte 215 e 216, além daquelas que acessam os Comércios Locais Norte 215 e 216.",Apresentação,2022-06-02
2644,8494,MO 1644/2022,,,"Manifesta votos de louvor e parabeniza a Senhora OLINDINA JANSEN PEREIRA, pelas relevantes contribuições realizadas em prol dos trabalhadores terceirizados do Distrito Federal.",Apresentação,2022-06-14
2645,8495,REQ 3369/2022,,,"Requer a realização de Sessão Solene, no dia 14 de junho de 2022, às 10h, no Plenário desta Casa de Leis, em homenagem ao “Ano Amoris laetitia”. ",Apresentação,2022-06-02
2646,8495,REQ 3369/2022,,,"Requer a realização de Sessão Solene, no dia 14 de junho de 2022, às 10h, no Plenário desta Casa de Leis, em homenagem ao “Ano Amoris laetitia”. ",Apresentação,2022-06-02
2647,8495,REQ 3369/2022,,,"Requer a realização de Sessão Solene, no dia 14 de junho de 2022, às 10h, no Plenário desta Casa de Leis, em homenagem ao “Ano Amoris laetitia”. ",Apresentação,2022-06-02
2648,8495,REQ 3369/2022,,,"Requer a realização de Sessão Solene, no dia 14 de junho de 2022, às 10h, no Plenário desta Casa de Leis, em homenagem ao “Ano Amoris laetitia”. ",Apresentação,2022-06-02
2649,8496,IND 8714/2022,,,"Sugere ao Excelentíssimo Senhor Governador do Distrito Federal, providências no sentido de autorizar a realização de concurso público para provimento de vagas para recompor o quadro de membros da Orquestra Sinfônica do Teatro Nacional Claudio Santoro.",Apresentação,2022-06-28
2650,8497,MO 1621/2022,,,"Manifesta votos de louvor e parabeniza o Senhor FLÁVIO CÉSAR FONSECA DE OLIVEIRA, pelas relevantes contribuições realizadas em prol dos trabalhadores terceirizados do Distrito Federal.",Apresentação,2022-06-01
2651,8498,MO 1623/2022,,,"Parabeniza e manifesta votos de louvor e aplausos aos Forrozeiros, pela relevante contribuição musical, em especial pela divulgação do Forró no âmbito do Distrito Federal.",Apresentação,2022-06-01
2652,8500,PLC 122/2022,,,Cria o Programa de Incentivo Fiscal ao Esporte no Distrito Federal.,"Apresentação, Retorno(Parecer)",2022-06-01
2653,8501,MO 1624/2022,,,"Manifesta Votos de Louvor e Aplauso a Elise Correia em reconhecimento à sua atuação e defesa da Advocacia Trabalhista, em especial no Distrito Federal.",Apresentação,2022-06-01
2654,8502,IND 8689/2022,,,"Sugere ao Poder Executivo, por intermédio da Neoenergia –a colocação de mais lâmpadas de LED na quadra poliesportiva em frente ao Sigma, na R. 14 Sul, S/N- Lote 6, Águas Claras Distrito Federal. ",Apresentação,2022-06-15
2655,8503,IND 8634/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio do Serviço de Limpeza Urbana do Distrito Federal, que aumente a frequência com que os resíduos são recolhidos dos contêineres localizados nos Comércios Locais Norte 215 e 216.",Apresentação,2022-06-02
2656,8504,IND 8635/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil, que instale rampas de acesso às calçadas dos Comércios Locais Norte 215 e 216 próximas às vagas de deficiente e idoso.",Apresentação,2022-06-02
2657,8505,IND 8636/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Administração Regional do Plano Piloto, que instale sinalizações nas quadras comerciais do Plano Piloto (RA I) acerca dos pontos de parada do Transporte de Vizinhança (Zebrinha).",Apresentação,2022-06-02
2658,8506,REQ 3373/2022,,,Requer informações à Secretaria de Estado de Cultura acerca de denúncias de ocupação irregular e grilagem de terras nas áreas do polo de cinema de Sobradinho (RA V).,Apresentação,2022-06-07
2659,8507,REQ 3374/2022,,,Requer informações à Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal acerca de denúncias de ocupação irregular e grilagem de terras nas áreas do polo de cinema de Sobradinho (RA V).,Apresentação,2022-06-07
2660,8508,PL 2830/2022,,,"Dispõe sobre a proibição da produção, da importação, da comercialização e da publicidade de dispositivos eletrônicos para fumar, bem como acessórios e refis desses produtos no âmbito do Distrito Federal.","Apresentação, Disponibilizada(Parecer)",2022-06-02
2661,8509,IND 8664/2022,,,"Sugere ao Poder Executivo que, por intermédio da Companhia Urbanizadora da Nova Capital – NOVACAP, promova a revitalização da malha asfáltica começando no Pro DF por traz do Condomínio Residência Mansões Paraiso até a entrada do Cemitério do Gama – RA II.",Apresentação,2022-06-08
2662,8510,IND 8682/2022,,,"Sugere providências urgentes ao Ilustríssimo Senhor Presidente da Companhia Urbanizadora da Nova Capital do Brasil – NOVACAP, no sentido de encaminhar as medidas necessárias com vistas à recuperação do gramado e outras áreas do Estádio Antônio Walmir Campelo Bezerra (Bezerrão), localizado na Região Administrativa do Gama – RA II.",Apresentação,2022-06-14
2663,8511,PL 2840/2022,,,"Altera a Lei nº 4.958, de 1º de novembro de 2012 que dispõe sobre a reestruturação da Carreira Gestão Fazendária do Quadro de Pessoal do Distrito Federal e dá outras providências.

","Apresentação, Retorno(Parecer)",2022-06-08
2664,8512,IND 8665/2022,,,"Sugere ao Poder Executivo que, por intermédio da Administração Regional de Santa Maria e Companhia Energética de Brasília – CEB, adotem medidas necessárias para a manutenção dos postes públicos desligados no Setor Total Ville, na Região Administrativa de Santa Maria – RA XIII.",Apresentação,2022-06-08
2665,8513,MO 1625/2022,,,"Manifesta votos de louvor e homenageia as mulheres que especifica, pelos excelentes serviços prestados à população do Distrito Federal, em razão da 3ª Semana Legislativa pela Mulher.",Apresentação,2022-06-07
2666,8514,PL 2834/2022,,,"Dispõe sobre a reserva de áreas nos parques do Distrito Federal destinadas à criação de espaços para cães, denominados PARCÃES, e dá outras providências.","Apresentação, Retorno(Parecer)",2022-06-07
2667,8515,REQ 3376/2022,,,Requer informações à Polícia Civil do Distrito Federal acerca de denúncias de ocupação irregular e grilagem de terras nas áreas do polo de cinema de Sobradinho (RA V).,Apresentação,2022-06-07
2668,8516,REQ 3377/2022,,,"Requer informações à Agência Reguladora de Águas, Energia e Saneamento acerca de degradação ambiental na área da Lagoa da Pedra, localizada entre o Polo de Cinema e o Condomínio Alto da Boavista em Sobradinho (RA V).",Apresentação,2022-06-07
2669,8517,PL 2831/2022,,,Autoriza o Poder Executivo a proceder à doação do imóvel que especifica.,"Apresentação, Disponibilizada(Emenda)",2022-06-07
2670,8518,REQ 3375/2022,,,Requer informações à Companhia de Saneamento Ambiental do Distrito Federal acerca da revitalização das Estações de Tratamento de Esgoto Melchior e Samambaia.,Apresentação,2022-06-07
2671,8519,IND 8648/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Mobilidade do Distrito Federal, que desenvolva uma linha que ligue o BRT à L2 Sul/Norte/UnB.",Apresentação,2022-06-07
2672,8520,PL 2839/2022,,,"Institui no calendário oficial do Distrito Federal o ""Dia dos Especialistas em Saúde do Distrito Federal"" a ser celebrado, anualmente, no dia 26 de junho.","Apresentação, Retorno(Emenda)",2022-06-08
2673,8521,REQ 3381/2022,,,Requer a realização de Audiência Pública para debater sobre o desmembramento da carreira Políticas Públicas e Gestão Governamental do Distrito Federal.,Apresentação,2022-06-07
2674,8522,REQ 3382/2022,,,Requer a realização de Audiência Pública para debater sobre o desmembramento da Carreira de Assistência a Educação do Distrito Federal.,Apresentação,2022-06-07
2675,8523,MO 1626/2022,,,"



Solicita votos de louvor aos supracitados servidores da Fundação Educacional do Distrito Federal.",Apresentação,2022-06-07
2676,8524,REQ 3379/2022,,,"Requer a realização de Audiência Pública externa no dia 15 de junho de 2022, às 19h, na Administração Regional do Riacho Fundo I- RAXVII, para debater sobre melhorias no tráfego e nos estacionamentos da Avenida Central do Riacho Fundo I - RAXVII. ",Apresentação,2022-06-07
2677,8524,REQ 3379/2022,,,"Requer a realização de Audiência Pública externa no dia 15 de junho de 2022, às 19h, na Administração Regional do Riacho Fundo I- RAXVII, para debater sobre melhorias no tráfego e nos estacionamentos da Avenida Central do Riacho Fundo I - RAXVII. ",Apresentação,2022-06-07
2678,8524,REQ 3379/2022,,,"Requer a realização de Audiência Pública externa no dia 15 de junho de 2022, às 19h, na Administração Regional do Riacho Fundo I- RAXVII, para debater sobre melhorias no tráfego e nos estacionamentos da Avenida Central do Riacho Fundo I - RAXVII. ",Apresentação,2022-06-07
2679,8524,REQ 3379/2022,,,"Requer a realização de Audiência Pública externa no dia 15 de junho de 2022, às 19h, na Administração Regional do Riacho Fundo I- RAXVII, para debater sobre melhorias no tráfego e nos estacionamentos da Avenida Central do Riacho Fundo I - RAXVII. ",Apresentação,2022-06-07
2680,8524,REQ 3379/2022,,,"Requer a realização de Audiência Pública externa no dia 15 de junho de 2022, às 19h, na Administração Regional do Riacho Fundo I- RAXVII, para debater sobre melhorias no tráfego e nos estacionamentos da Avenida Central do Riacho Fundo I - RAXVII. ",Apresentação,2022-06-07
2681,8524,REQ 3379/2022,,,"Requer a realização de Audiência Pública externa no dia 15 de junho de 2022, às 19h, na Administração Regional do Riacho Fundo I- RAXVII, para debater sobre melhorias no tráfego e nos estacionamentos da Avenida Central do Riacho Fundo I - RAXVII. ",Apresentação,2022-06-07
2682,8525,PL 2835/2022,,,Institui o Programa de Educação para a Posse Responsável de Animais Domésticos (Pet-Escolar) nos estabelecimentos públicos de ensino do Distrito Federal.,"Apresentação, Disponibilizada(Parecer)",2022-06-07
2683,8526,PL 2836/2022,,,"Institui a Política de Atenção à Oncologia Pediátrica, no âmbito do Distrito Federal, e dá outras providências.","Apresentação, Disponibilizada(Parecer)",2022-06-07
2684,8527,PL 2838/2022,,,Declara a Banda de Música do Corpo de Bombeiros do Distrito Federal como Patrimônio Imaterial e Cultural do Distrito Federal.,"Apresentação, Disponibilizada(Parecer)",2022-06-08
2685,8529,PL 2832/2022,,,"Abre crédito adicional à Lei Orçamentária Anual do Distrito Federal no valor de R$ 36.340.210,00.","Sanção Veto ou Promulgação, Disponibilizada(Emenda)",2022-06-07
2686,8530,IND 8643/2022,,,"Sugere ao Governador do Distrito Federal que adote todas as medidas necessárias e nomeie os candidatos aprovados para o Cargo  de Analista em Políticas Públicas e Gestão Educacional, Especialidade: Apoio Administrativo, da Carreira Assistência à Educação, aprovados no concurso público de que trata o Edital nº 23 – SEE/DF, de 13 de Outubro de 2016, para compor o Quadro de Pessoal do Governo do Distrito Federal, com lotação na Secretaria de Estado de Educação. ",Apresentação,2022-06-07
2687,8532,IND 8644/2022,,,"Sugere ao Governador do Distrito Federal que adote todas as medidas necessárias e nomeie os candidatos aprovados para o Cargo de Analista em Políticas Públicas e Gestão Educacional, Especialidade: Secretário Escolar, da Carreira Assistência à Educação, aprovados no concurso público de que trata o Edital nº 23 – SEE/DF, de 13 de Outubro de 2016, para compor o Quadro de Pessoal do Governo do Distrito Federal, com lotação na Secretaria de Estado de Educação. ",Apresentação,2022-06-07
2688,8533,IND 8639/2022,,,"

Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Saúde do Distrito Federal, que providencie, com a máxima brevidade possível, melhorias no Hospital Regional de Sobradinho.


",Apresentação,2022-06-07
2689,8534,IND 8637/2022,,,"Sugere providências urgentes ao Excelentíssimo Senhor Governador do Distrito Federal que, por meio da Secretaria de Estado de Economia, no sentido de prorrogar o prazo de pagamento do preço público cobrado dos permissionários, autorizatários ou concessionários pela ocupação ou uso de área pública, de feiras livres e permanentes, quiosques, trailers, bancas de jornais e revistas, ambulantes, food trucks, galerias, shoppings populares e terminais rodoviários, relativamente aos fatos geradores de 1º de abril a 31 de dezembro de 2022. ",Apresentação,2022-06-07
2690,8535,IND 8645/2022,,,"Sugere ao Governador do Distrito Federal que adote alteração legislativa de forma a reduzir a alíquota sobre a Taxa de Limpeza Pública - TLP – de 0,66% para 0,21%, nos moldes anteriormente definidos, incidente para o Setor Habitacional Jardins Mangueiral, atualmente Região administrativa do Jardim Botânico – RA XXVII, no presente exercício e nos subsequentes. ",Apresentação,2022-06-07
2691,8536,IND 8646/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por meio da Secretaria Executiva de Cidades, integrante da Secretaria de Estado de Governo, que faça a correta identificação das residências no Setor Habitacional Mestre D´Armas, em Planaltina.",Apresentação,2022-06-07
2692,8537,IND 8647/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Saúde, que complete as equipes de saúde na região de Mestre D´Armas, em Planaltina.",Apresentação,2022-06-07
2693,8538,REQ 3380/2022,,,"Requer informações ao Secretário de Estado de Saúde sobre o atendimento de saúde na família na região de Mestre D´Armas, em Planaltina.",Apresentação,2022-06-07
2694,8539,REQ 3371/2022,,,"Requer informações à Companhia de Saneamento Ambiental de Brasília - CAESB - informações sobre o saneamento básico na região do Setor Habitacional Mestre D´Armas, bem como dos Condomínios Estância Mestre D´Armas, em Planaltina.",Apresentação,2022-06-07
2695,8540,IND 8662/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Casa Civil, que encaminhe a minuta de atualização da Lei nº 4.751/2012, que dispõe sobre o Sistema de Ensino e a Gestão Democrática do Sistema de Ensino Público do Distrito Federal.",Apresentação,2022-06-08
2696,8541,REQ 3370/2022,,," 
Requer a realização de Sessão Solene, no dia 09 de junho, às 10h, com o objetivo de homenagear os servidores da Secretaria de Estado de Agricultura do Distrito Federal. ",Apresentação,2022-06-07
2697,8541,REQ 3370/2022,,," 
Requer a realização de Sessão Solene, no dia 09 de junho, às 10h, com o objetivo de homenagear os servidores da Secretaria de Estado de Agricultura do Distrito Federal. ",Apresentação,2022-06-07
2698,8541,REQ 3370/2022,,," 
Requer a realização de Sessão Solene, no dia 09 de junho, às 10h, com o objetivo de homenagear os servidores da Secretaria de Estado de Agricultura do Distrito Federal. ",Apresentação,2022-06-07
2699,8541,REQ 3370/2022,,," 
Requer a realização de Sessão Solene, no dia 09 de junho, às 10h, com o objetivo de homenagear os servidores da Secretaria de Estado de Agricultura do Distrito Federal. ",Apresentação,2022-06-07
2700,8541,REQ 3370/2022,,," 
Requer a realização de Sessão Solene, no dia 09 de junho, às 10h, com o objetivo de homenagear os servidores da Secretaria de Estado de Agricultura do Distrito Federal. ",Apresentação,2022-06-07
2701,8542,IND 8638/2022,,,"Sugere ao Poder Executivo, por intermédio da Casa Civil do Governo do Distrito Federal, a criação do “Sistema de Proteção Social e Patrimonial dos Cidadãos (SPPC)” para ressarcimento de prejuízos causados por eventos climáticos no Distrito Federal.",Apresentação,2022-06-07
2702,8543,REQ 3372/2022,,,"Requer a realização de Audiência Pública no dia 20 de junho de 2022, às 15h, no Plenário desta Casa, para discutir o Objetivo de Desenvolvimento Sustentável nº 11, cujo tema é“ Cidades e comunidades sustentáveis: tornar as cidades e os assentamentos humanos inclusivos, seguros, resilientes e sustentáveis.”",Apresentação,2022-06-07
2703,8544,IND 8663/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Educação, que encaminhe a minuta de atualização da Lei nº 4.751/2012, que dispõe sobre o Sistema de Ensino e a Gestão Democrática do Sistema de Ensino Público do Distrito Federal.",Apresentação,2022-06-08
2704,8545,IND 8640/2022,,," 
Sugere ao Poder Executivo a regularização do Condomínio Pousada das Andorinhas, no Lago Sul.

 ",Apresentação,2022-06-07
2705,8546,IND 8649/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil (NOVACAP), a poda das árvores ao redor da Escola Classe Setor Militar Urbano, localizada no Plano Piloto (RA I).",Apresentação,2022-06-07
2706,8547,IND 8669/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, providências para promover a pavimentação asfáltica da rua do Conjunto C, Quadra AC 300, a qual tem 250 metros e interliga a Av. Paraim com a Av. Alagados, na CL 101, ambas na Região Administrativa de Santa Maria – RA XIII.",Apresentação,2022-06-09
2707,8548,PL 2833/2022,,,"Dá o nome de Túnel Benedito Domingos ao Túnel de Taguatinga, localizado no centro da Região Administrativa de Taguatinga. ",Apresentação,2022-06-07
2708,8549,IND 8650/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Educação, a substituição total do encanamento de ferro para PVC na Escola Classe Setor Militar Urbano, localizada no Plano Piloto (RA I).",Apresentação,2022-06-07
2709,8550,IND 8666/2022,,,"Sugere ao Poder Executivo que, por intermédio da Secretaria de Estado de Saúde – SES, promova a construção de uma Unidade Básica de Saúde – UBS, em Ponte Alta de Cima, na Região Administrativa do Gama – RA II. ",Apresentação,2022-06-08
2710,8551,IND 8667/2022,,,"Sugere ao Poder Executivo que, por intermédio da Secretaria de Obras do Distrito Federal - SODF, promova a ampliação do balão no cruzamento entre o Sayonara e Condomínio Residência Mansões Paraiso, localizado atrás do DETRAN, no Setor Industrial do Gama – RA II. ",Apresentação,2022-06-08
2711,8552,IND 8670/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil – NOVACAP, a construção de estacionamento público em frente ao Centro de Ensino Fundamental – CEF Santos Dumont, mais especificamente ao longo da Av. Santos Dumont, na lateral do estabelecimento de ensino voltado para a Qrc 15/17 – Qri 23, na Região Administrativa de Santa Maria – RA XIII.",Apresentação,2022-06-09
2712,8553,IND 8641/2022,,,"
Sugere ao Poder Executivo a implantação de Via Marginal para acesso as 03 portarias do Condomínio Estância Quintas da Alvorada.



",Apresentação,2022-06-07
2713,8554,REQ 3378/2022,,,"Requer informações ao Secretário de Estado de Saúde do Distrito Federal acerca do disposto no artigo 142-D da Portaria GM/MS nº1.105, de 15 de maio de 2022.",Apresentação,2022-06-07
2714,8555,IND 8651/2022,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil (NOVACAP), o asfaltamento do Residencial Bica do Der, localizado em Planaltina (RA VI).",Apresentação,2022-06-07
2715,8556,REQ 3383/2022,,,Requer informações à Administração Regional de Planaltina acerca da poda do mato localizado no Módulo C do Condomínio Recanto do Sossego ao lado da BR-020 em Planaltina (RA VI).,Apresentação,2022-06-08
2716,8558,IND 8652/2022,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Departamento de Estrada de Rodagem – DER, a execução de obras de revitalização da pintura da rodovia 080, sentido Taguatinga/Brazlândia. ",Apresentação,2022-06-07
2717,8559,MO 1628/2022,,,"Manifesta votos de louvor e parabeniza a  diretoria e os membros do IBDFAM – DF, gestão de 2021 a 2023, pelos relevantes serviços prestados ao Distrito Federal. ",Apresentação,2022-06-07
2718,8560,REQ 3389/2022,,,"Requer a realização da Sessão Solene no dia 21 de junho de 2022, às 19 horas, no auditório da Câmara Lesgislativa, em homenagem aos Forrozeiros de Brasília.",Apresentação,2022-06-08
2719,8560,REQ 3389/2022,,,"Requer a realização da Sessão Solene no dia 21 de junho de 2022, às 19 horas, no auditório da Câmara Lesgislativa, em homenagem aos Forrozeiros de Brasília.",Apresentação,2022-06-08
2720,8560,REQ 3389/2022,,,"Requer a realização da Sessão Solene no dia 21 de junho de 2022, às 19 horas, no auditório da Câmara Lesgislativa, em homenagem aos Forrozeiros de Brasília.",Apresentação,2022-06-08
2721,8560,REQ 3389/2022,,,"Requer a realização da Sessão Solene no dia 21 de junho de 2022, às 19 horas, no auditório da Câmara Lesgislativa, em homenagem aos Forrozeiros de Brasília.",Apresentação,2022-06-08
2722,8561,REQ 3387/2022,,,"Requer a retirada de tramitação do Requerimento nº 3.362 de 2022, de nossa autoria, em face da aprovação do Requerimento de nº 3.365 de 2022 de mesmo teor.  ",Apresentação,2022-06-08
2723,8563,MO 1627/2022,,," 
Manifesta votos de louvor aos servidores da Secretaria de Estado de Agricultura do Distrito Federal, pelos excelentes serviços prestados à população do Distrito Federal. 
 
 ",Apresentação,2022-06-07
2724,8564,IND 8653/2022,,,"Sugere ao Poder Executivo do Distrito Federal, a ampliação do espaço escolar da Escola Classe Incra 06. ",Apresentação,2022-06-07
2725,8565,IND 8654/2022,,,"Sugere ao Poder Executivo do Distrito Federal, a ampliação dos espaços escolares da Escola Classe 01 do Incra 08. ",Apresentação,2022-06-07
2726,8566,IND 8655/2022,,,"Sugere ao Poder Executivo do Distrito Federal, a ampliação do espaço escolar do Centro de Ensino Fundamental Incra 07.",Apresentação,2022-06-07
2727,8567,IND 8656/2022,,,"Sugere ao Poder Executivo do Distrito Federal, a ampliação do espaço escolar do Centro Educacional Incra 08.",Apresentação,2022-06-07
2728,8568,IND 8657/2022,,,"Sugere ao Poder Executivo do Distrito Federal, a construção do piso tátil, na travessia que segue desde a saída da estação do metrô até as baias do terminal de ônibus da Asa Sul.",Apresentação,2022-06-07
2729,8569,IND 8658/2022,,,"Sugere ao Senhor Governador do Distrito Federal, que, por meio da Secretaria de Estado da Casa Civil, seja criada uma Câmara de Conciliação com os empresários e a população afetados pela Obra da Avenida Hélio Prates.

 

",Apresentação,2022-06-08
2730,8569,IND 8658/2022,,,"Sugere ao Senhor Governador do Distrito Federal, que, por meio da Secretaria de Estado da Casa Civil, seja criada uma Câmara de Conciliação com os empresários e a população afetados pela Obra da Avenida Hélio Prates.

 

",Apresentação,2022-06-08
